Date,Beat,BlockRange,StreetName,Offense Type,Premise,Offenses,Hour,address,lat_lon
2017-01-09,9C40,13500-13599,EAST,Robbery,Restaurant or Cafeteria Parking Lot,1.0,10,13500-13599 EAST,
2017-01-09,15E10,5400-5499,BRAESVALLEY,Theft,Apartment Parking Lot,1.0,15,5400-5499 BRAESVALLEY,
2017-01-09,9C40,13400-13499,MARKET,Theft,,1.0,14,13400-13499 MARKET,
2017-01-09,18F30,2600-2699,AUGUSTA,Burglary,Bar or Night Club,1.0,16,2600-2699 AUGUSTA,
2017-01-09,10H80,4600-4699,MONTROSE,Theft,Restaurant or Cafeteria Parking Lot,1.0,21,4600-4699 MONTROSE,
2017-01-09,10H80,2000-2099,BOLSOVER,Theft,"Road, Street, or Sidewalk",1.0,21,2000-2099 BOLSOVER,
2017-01-09,10H80,5300-5399,MAIN,Theft,"Church, Synagogue, or Temple Parking Lot",1.0,20,5300-5399 MAIN,
2017-01-09,15E10,5000-5099,BRAESWOOD,Theft,"Road, Street, or Sidewalk",1.0,10,5000-5099 BRAESWOOD,
2017-01-09,19G40,11500-11599,MULHOLLAND,Theft,Nursing Home,1.0,13,11500-11599 MULHOLLAND,
2017-01-09,3B30,2000-2099,SAXON,Theft,"Road, Street, or Sidewalk",1.0,7,2000-2099 SAXON,
2017-01-09,3B30,4200-4299,T C JESTER,Theft,Other Parking Lot,1.0,12,4200-4299 T C JESTER,
2017-01-09,5F10,7600-7699,KATY,Theft,"Gym, Recreat, Club House, Indoor Pool, Spa",1.0,9,7600-7699 KATY,
2017-01-09,5F10,1500-1599,POST OAK,Burglary,Miscellaneous Business (Non-Specific),1.0,15,1500-1599 POST OAK,
2017-01-09,10H70,7000-7099,ALMEDA,Burglary,Rental Storage Facility,1.0,12,7000-7099 ALMEDA,
2017-01-09,18F30,5900-5999,VAL VERDE,Burglary,Residence or House,1.0,16,5900-5999 VAL VERDE,
2017-01-09,15E10,4700-4799,BEECHNUT,Aggravated Assault,Strip Business Center Parking Lot,1.0,17,4700-4799 BEECHNUT,
2017-01-09,15E10,8600-8699,ENDICOTT,Theft,"Gym, Recreat, Club House, Indoor Pool, Spa",1.0,20,8600-8699 ENDICOTT,
2017-01-09,19G50,11500-11599,KIRKWOOD,Theft,Apartment Parking Lot,1.0,10,11500-11599 KIRKWOOD,
2017-01-09,14D50,14500-14599,CULLEN,Theft,Commercial Parking Lot or Garage,1.0,8,14500-14599 CULLEN,
2017-01-09,14D50,14400-14499,CULLEN,Robbery,Restaurant or Cafeteria,1.0,22,14400-14499 CULLEN,
2017-01-09,18F30,6100-6199,RICHMOND,Theft,Commercial Parking Lot or Garage,1.0,17,6100-6199 RICHMOND,
2017-01-09,14D30,6000-6099,BELNEATH,Burglary,Residence or House,1.0,14,6000-6099 BELNEATH,
2017-01-09,2A30,3100-3199,WHITE OAK,Theft,Restaurant or Cafeteria Parking Lot,1.0,22,3100-3199 WHITE OAK,
2017-01-09,2A30,1900-1999,STUDEWOOD,Theft,Driveway,1.0,7,1900-1999 STUDEWOOD,
2017-01-09,2A30,3100-3199,WHITE OAK,Burglary,Bar or Night Club,1.0,6,3100-3199 WHITE OAK,
2017-01-09,20G60,700-799,BATESWOOD,Theft,Apartment Parking Lot,1.0,13,700-799 BATESWOOD,
2017-01-09,2A30,1000-1099,HEIGHTS,Theft,Apartment,1.0,9,1000-1099 HEIGHTS,
2017-01-09,2A30,1100-1199,7TH,Theft,"Other, Unknown, or Not Listed",1.0,16,1100-1199 7TH,
2017-01-09,2A30,200-299,20TH,Theft,Grocery Store or Supermarket,1.0,14,200-299 20TH,
2017-01-09,18F30,5700-5799,WESTHEIMER,Theft,"Other, Unknown, or Not Listed",1.0,18,5700-5799 WESTHEIMER,
2017-01-09,18F30,5700-5799,WESTHEIMER,Theft,"Other, Unknown, or Not Listed",1.0,17,5700-5799 WESTHEIMER,
2017-01-09,6B10,6600-6699,AIRLINE,Rape,Service or Gas Station,1.0,18,6600-6699 AIRLINE,
2017-01-09,6B10,100-199,ECHO GLEN,Burglary,Residence or House,1.0,18,100-199 ECHO GLEN,
2017-01-09,8C60,10000-10099,HOMESTEAD,Robbery,Restaurant or Cafeteria,1.0,20,10000-10099 HOMESTEAD,
2017-01-09,8C60,7400-7499,PARKER,Theft,Residence or House,1.0,16,7400-7499 PARKER,
2017-01-09,9C10,8700-8799,MARKET,Theft,Service or Gas Station,1.0,9,8700-8799 MARKET,
2017-01-09,14D40,11100-11199,CULLEN,Burglary,"Church, Synagogue, or Temple",1.0,8,11100-11199 CULLEN,
2017-01-09,6B10,200-299,LITTLE YORK,Theft,Apartment Parking Lot,1.0,16,200-299 LITTLE YORK,
2017-01-09,20G80,1000-1099,WEST OAKS MALL,Theft,Mall Common Area,1.0,16,1000-1099 WEST OAKS MALL,
2017-01-09,20G80,14900-14999,WESTHEIMER,Burglary,Rental Storage Facility,1.0,13,14900-14999 WESTHEIMER,
2017-01-09,11H50,4800-4899,ALLENDALE,Theft,Apartment Parking Lot,1.0,15,4800-4899 ALLENDALE,
2017-01-09,9C30,9300-9399,WALLISVILLE,Theft,Commercial Parking Lot or Garage,1.0,8,9300-9399 WALLISVILLE,
2017-01-09,15E10,9200-9299,BURDINE,Aggravated Assault,Apartment,1.0,21,9200-9299 BURDINE,
2017-01-09,20G50,800-899,TOWN AND COUNTRY PVT,Theft,Apartment Parking Lot,1.0,9,800-899 TOWN AND COUNTRY PVT,
2017-01-09,17E40,7700-7799,BELLFORT,Robbery,Miscellaneous Business (Non-Specific),1.0,19,7700-7799 BELLFORT,
2017-01-09,10H70,2000-2099,OLD SPANISH,Theft,Grocery Store or Supermarket,1.0,18,2000-2099 OLD SPANISH,
2017-01-09,20G70,12600-12699,ASHFORD POINT,Burglary,,1.0,19,12600-12699 ASHFORD POINT,
2017-01-09,20G70,12700-12799,WESTHEIMER,Theft,Strip Business Center Parking Lot,1.0,14,12700-12799 WESTHEIMER,
2017-01-09,20G70,3200-3299,ASHTON PARK,Burglary,Garage or Carport,1.0,10,3200-3299 ASHTON PARK,
2017-01-09,20G70,12700-12799,ASHFORD POINT,Burglary,Apartment,1.0,0,12700-12799 ASHFORD POINT,
2017-01-09,20G70,12700-12799,WESTHEIMER,Aggravated Assault,Strip Business Center Parking Lot,2.0,2,12700-12799 WESTHEIMER,
2017-01-09,10H50,2400-2499,FRANCIS,Aggravated Assault,Service or Gas Station,1.0,19,2400-2499 FRANCIS,
2017-01-09,10H50,2800-2899,SAMPSON,Robbery,"Road, Street, or Sidewalk",1.0,13,2800-2899 SAMPSON,
2017-01-09,15E40,2100-2199,HOLLY HALL,Theft,Grocery Store or Supermarket,1.0,9,2100-2199 HOLLY HALL,
2017-01-09,15E40,2600-2699,WESTRIDGE,AutoTheft,Apartment,1.0,10,2600-2699 WESTRIDGE,
2017-01-09,10H60,2500-2599,CALUMET,Theft,"Road, Street, or Sidewalk",1.0,9,2500-2599 CALUMET,
2017-01-09,15E40,2600-2699,WESTRIDGE,Aggravated Assault,Apartment,1.0,7,2600-2699 WESTRIDGE,
2017-01-09,15E40,8500-8599,MAIN,Theft,Grocery Store or Supermarket,1.0,13,8500-8599 MAIN,
2017-01-09,15E40,8600-8699,KIRBY,Theft,"Hotel, Motel, Inn, Etc.",1.0,13,8600-8699 KIRBY,
2017-01-09,16E10,13200-13299,SEAGLER PARK,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",1.0,12,13200-13299 SEAGLER PARK,
2017-01-09,16E10,11900-11999,OAKMOOR,Burglary,Apartment,1.0,19,11900-11999 OAKMOOR,
2017-01-09,16E10,11900-11999,CITY PARK CENTRAL,Theft,Apartment Parking Lot,1.0,11,11900-11999 CITY PARK CENTRAL,
2017-01-09,10H50,2100-2199,STUART,Aggravated Assault,"Road, Street, or Sidewalk",1.0,13,2100-2199 STUART,
2017-01-09,2A50,6600-6699,WESTCOTT,Theft,Restaurant or Cafeteria Parking Lot,1.0,12,6600-6699 WESTCOTT,
2017-01-09,10H50,2800-2899,NAGLE,Theft,Residence or House,1.0,13,2800-2899 NAGLE,
2017-01-09,16E20,2800-2899,TRAIL LAKE,Theft,Driveway,1.0,9,2800-2899 TRAIL LAKE,
2017-01-09,15E40,2200-2299,HOLLY HALL,Theft,Apartment,1.0,20,2200-2299 HOLLY HALL,
2017-01-09,1A20,2000-2099,BALDWIN,Theft,Restaurant or Cafeteria Parking Lot,1.0,18,2000-2099 BALDWIN,
2017-01-09,1A20,600-699,MARSHALL,Theft,Apartment Parking Lot,1.0,14,600-699 MARSHALL,
2017-01-09,1A20,1100-1199,WILLARD,Theft,"Road, Street, or Sidewalk",1.0,10,1100-1199 WILLARD,
2017-01-09,18F30,2800-2899,GREENRIDGE,Theft,Apartment Parking Lot,1.0,9,2800-2899 GREENRIDGE,
2017-01-09,18F40,8200-8299,WESTHEIMER,Burglary,Apartment,1.0,9,8200-8299 WESTHEIMER,
2017-01-09,18F40,2600-2699,MARILEE,Aggravated Assault,Apartment,1.0,4,2600-2699 MARILEE,
2017-01-09,18F40,2400-2499,WINROCK,Theft,Apartment Parking Lot,1.0,7,2400-2499 WINROCK,
2017-01-09,18F40,9500-9599,WESTHEIMER,Theft,Service or Gas Station,1.0,15,9500-9599 WESTHEIMER,
2017-01-09,UNK,400-499,CLAY,Theft,"Other, Unknown, or Not Listed",1.0,17,400-499 CLAY,
2017-01-09,20G10,8700-8799,BELLAIRE,Theft,Grocery Store or Supermarket,1.0,21,8700-8799 BELLAIRE,
2017-01-09,20G10,9800-9899,PAGEWOOD,AutoTheft,Apartment Parking Lot,2.0,12,9800-9899 PAGEWOOD,
2017-01-09,20G10,9200-9299,CLAREWOOD,Aggravated Assault,Apartment,1.0,15,9200-9299 CLAREWOOD,
2017-01-09,20G10,10000-10099,WESTHEIMER,Theft,Hotel or Motel Parking Lot,1.0,8,10000-10099 WESTHEIMER,
2017-01-09,15E20,6000-6099,FONTENELLE,Burglary,Residence or House,1.0,9,6000-6099 FONTENELLE,
2017-01-09,15E20,6000-6099,LUDINGTON,Robbery,"Road, Street, or Sidewalk",1.0,17,6000-6099 LUDINGTON,
2017-01-09,1A20,600-699,RICHMOND,Theft,Restaurant or Cafeteria Parking Lot,1.0,22,600-699 RICHMOND,
2017-01-09,1A20,3100-3199,WHITNEY,Theft,"Road, Street, or Sidewalk",1.0,22,3100-3199 WHITNEY,
2017-01-09,1A20,600-699,RICHMOND,Theft,Bar or Night Club Parking Lot,1.0,23,600-699 RICHMOND,
2017-01-09,1A20,2500-2599,SMITH,Theft,"Road, Street, or Sidewalk",1.0,23,2500-2599 SMITH,
2017-01-09,1A20,800-899,ROSINE,Theft,Other Parking Lot,1.0,9,800-899 ROSINE,
2017-01-09,1A20,2200-2299,DALLAS,Burglary,Apartment,1.0,23,2200-2299 DALLAS,
2017-01-10,1A50,4600-4699,WESTPARK,Theft,Other Parking Lot,1.0,16,4600-4699 WESTPARK,
2017-01-10,10H20,5200-5299,GULF,Theft,Residence or House,1.0,13,5200-5299 GULF,
2017-01-10,20G10,9800-9899,BELLAIRE,Aggravated Assault,Restaurant or Cafeteria,1.0,1,9800-9899 BELLAIRE,
2017-01-10,10H20,1300-1399,SIDNEY,Robbery,"Road, Street, or Sidewalk",1.0,23,1300-1399 SIDNEY,
2017-01-10,1A50,4800-4899,LOOP CENTRAL,Theft,Other Parking Lot,1.0,17,4800-4899 LOOP CENTRAL,
2017-01-10,20G10,10800-10899,HARWIN,Theft,Hotel or Motel Parking Lot,1.0,4,10800-10899 HARWIN,
2017-01-10,10H10,1900-1999,RUNNELS,Robbery,Apartment Parking Lot,1.0,15,1900-1999 RUNNELS,
2017-01-10,10H20,1700-1799,FOURCADE,Theft,Apartment,1.0,21,1700-1799 FOURCADE,
2017-01-10,6B40,8100-8199,NORTH,Burglary,Vacant Building (Commercial),1.0,0,8100-8199 NORTH,
2017-01-10,11H30,2900-2999,PARK OAKS,Theft,Residence or House,1.0,19,2900-2999 PARK OAKS,
2017-01-10,5F40,7600-7699,FM 1960,Theft,Mall Parking Lot,1.0,15,7600-7699 FM 1960,
2017-01-10,5F40,7900-7999,WILLOW CHASE,Theft,Hotel or Motel Parking Lot,1.0,8,7900-7999 WILLOW CHASE,
2017-01-10,6B30,6800-6899,LITTLE YORK,Theft,Miscellaneous Business (Non-Specific),1.0,17,6800-6899 LITTLE YORK,
2017-01-10,10H50,2200-2299,SAINT EMANUEL,Aggravated Assault,Residence or House,1.0,1,2200-2299 SAINT EMANUEL,
2017-01-10,10H60,6200-6299,TIERWESTER,Aggravated Assault,Apartment,1.0,20,6200-6299 TIERWESTER,
2017-01-10,11H10,100-199,EASTGATE,Theft,Driveway,1.0,5,100-199 EASTGATE,
2017-01-10,11H10,7900-7999,HARRISBURG,AutoTheft,Miscellaneous Business (Non-Specific),1.0,8,7900-7999 HARRISBURG,
2017-01-10,10H70,7300-7399,ARDMORE,Burglary,Residence or House,1.0,19,7300-7399 ARDMORE,
2017-01-10,10H70,7300-7399,ARDMORE,Theft,"Road, Street, or Sidewalk",1.0,21,7300-7399 ARDMORE,
2017-01-10,10H70,1700-1799,HERMANN,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,17,1700-1799 HERMANN,
2017-01-10,10H70,5000-5099,ALMEDA,Theft,Bar or Night Club Parking Lot,1.0,6,5000-5099 ALMEDA,
2017-01-10,10H70,6800-6899,MAIN,Theft,Hotel or Motel Parking Lot,1.0,7,6800-6899 MAIN,
2017-01-10,10H70,4500-4599,JACKSON,Theft,Driveway,1.0,11,4500-4599 JACKSON,
2017-01-10,10H70,1800-1899,BINZ,Theft,Miscellaneous Business (Non-Specific),1.0,12,1800-1899 BINZ,
2017-01-10,11H10,6100-6199,GULF,AutoTheft,Apartment Parking Lot,1.0,6,6100-6199 GULF,
2017-01-10,11H10,800-899,SSGT MACARIO GARCIA,Burglary,"Laundry, Dry Cleaners, Washaterias",1.0,8,800-899 SSGT MACARIO GARCIA,
2017-01-10,11H10,5500-5599,ESKRIDGE,Theft,Apartment,1.0,23,5500-5599 ESKRIDGE,
2017-01-10,10H80,1200-1299,BARKDULL,Theft,Driveway,1.0,10,1200-1299 BARKDULL,
2017-01-10,10H80,6600-6699,MAIN,AutoTheft,Hospital Parking Lot,1.0,19,6600-6699 MAIN,
2017-01-10,12D20,10900-10999,SAGECREST,Theft,"Road, Street, or Sidewalk",1.0,10,10900-10999 SAGECREST,
2017-01-10,6B10,9700-9799,BAUMAN,Aggravated Assault,Convenience Store,1.0,15,9700-9799 BAUMAN,
2017-01-10,6B10,600-699,JOHN ALBER,Theft,Driveway,1.0,5,600-699 JOHN ALBER,
2017-01-10,6B30,8500-8599,SCENIC GREEN,Aggravated Assault,Residence or House,1.0,21,8500-8599 SCENIC GREEN,
2017-01-10,6B30,3400-3499,LITTLE YORK,Theft,Apartment,1.0,10,3400-3499 LITTLE YORK,
2017-01-10,6B30,4100-4199,R V MAYFIELD,Robbery,Driveway,1.0,22,4100-4199 R V MAYFIELD,
2017-01-10,5F40,2000-2099,WILLOWBROOK MALL,Theft,Mall Common Area,1.0,15,2000-2099 WILLOWBROOK MALL,
2017-01-10,11H30,4000-4099,GALVESTON,Aggravated Assault,Apartment,1.0,18,4000-4099 GALVESTON,
2017-01-10,11H20,7900-7999,BRUTUS,Theft,Residence or House,1.0,15,7900-7999 BRUTUS,
2017-01-10,5F30,13300-13399,NORTHWEST,Theft,Commercial Parking Lot or Garage,1.0,8,13300-13399 NORTHWEST,
2017-01-10,5F30,8300-8399,TIDWELL,AutoTheft,,1.0,6,8300-8399 TIDWELL,
2017-01-10,6B40,600-699,TWINBROOKE,Burglary,Residence or House,1.0,22,600-699 TWINBROOKE,
2017-01-10,6B40,8600-8699,PRAIRIE VIEW,Aggravated Assault,Residence or House,1.0,21,8600-8699 PRAIRIE VIEW,
2017-01-10,6B40,2500-2599,DOLLY WRIGHT,Aggravated Assault,Residence or House,1.0,0,2500-2599 DOLLY WRIGHT,
2017-01-10,5F30,12900-12999,NORTHWEST,AutoTheft,Restaurant or Cafeteria Parking Lot,1.0,13,12900-12999 NORTHWEST,
2017-01-10,5F30,13400-13499,NORTHWEST,Theft,Vacant Grocery Store or Supermarket,1.0,14,13400-13499 NORTHWEST,
2017-01-10,5F30,8300-8399,TIDWELL,Aggravated Assault,Apartment,1.0,14,8300-8399 TIDWELL,
2017-01-10,5F30,10200-10299,TANGIERS,Aggravated Assault,"Road, Street, or Sidewalk",1.0,18,10200-10299 TANGIERS,
2017-01-10,11H30,7900-7999,HOWARD,Theft,Service or Gas Station,1.0,0,7900-7999 HOWARD,
2017-01-10,5F40,7500-7599,FM 1960,Robbery,Restaurant or Cafeteria Parking Lot,1.0,23,7500-7599 FM 1960,
2017-01-10,10H40,3200-3299,MILAM,Theft,"Road, Street, or Sidewalk",1.0,21,3200-3299 MILAM,
2017-01-10,10H40,3600-3699,CHENEVERT,Theft,"Road, Street, or Sidewalk",1.0,2,3600-3699 CHENEVERT,
2017-01-10,10H40,3000-3099,FANNIN,Burglary,"Physician, Doctor, Dentist's Office",1.0,4,3000-3099 FANNIN,
2017-01-10,10H40,1000-1099,TUAM,Burglary,Construction Site,1.0,6,1000-1099 TUAM,
2017-01-10,6B40,2400-2499,LITTLE YORK,Theft,Residence or House,1.0,8,2400-2499 LITTLE YORK,
2017-01-10,6B40,9200-9299,VETERANS MEMORIAL,Theft,Other Parking Lot,1.0,12,9200-9299 VETERANS MEMORIAL,
2017-01-10,6B40,8800-8899,GLEN SHADOW,Theft,"Road, Street, or Sidewalk",1.0,11,8800-8899 GLEN SHADOW,
2017-01-10,6B40,8300-8399,NORTH,Theft,Miscellaneous Business (Non-Specific),1.0,11,8300-8399 NORTH,
2017-01-10,6B40,9300-9399,NORTH,AutoTheft,Vehicle/Auto Sales/Lease/Auto Parts Store,1.0,10,9300-9399 NORTH,
2017-01-10,5F40,2000-2099,WILLOWBROOK MALL,Theft,Mall Common Area,1.0,19,2000-2099 WILLOWBROOK MALL,
2017-01-10,6B40,1000-1099,TWINBROOKE,Theft,Driveway,1.0,23,1000-1099 TWINBROOKE,
2017-01-10,5F40,2000-2099,WILLOWBROOK MALL,Theft,Mall Common Area,1.0,18,2000-2099 WILLOWBROOK MALL,
2017-01-10,11H50,9100-9199,GULF,Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,1.0,13,9100-9199 GULF,
2017-01-10,18F30,6400-6499,WESTHEIMER,Theft,Bank,1.0,1,6400-6499 WESTHEIMER,
2017-01-10,12D10,9500-9599,ROWLETT,AutoTheft,Grocery Store or Supermarket Parking Lot,1.0,15,9500-9599 ROWLETT,
2017-01-10,15E40,9800-9899,MAIN,Theft,Service or Gas Station,1.0,2,9800-9899 MAIN,
2017-01-10,16E10,1600-1699,SUMMER CITY,AutoTheft,Driveway,1.0,14,1600-1699 SUMMER CITY,
2017-01-10,16E20,11900-11999,MAIN,Theft,Convenience Store,1.0,21,11900-11999 MAIN,
2017-01-10,16E20,3800-3899,BROOKFIELD,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",1.0,9,3800-3899 BROOKFIELD,
2017-01-10,16E30,13500-13599,POST OAK,Theft,Strip Business Center Parking Lot,1.0,12,13500-13599 POST OAK,
2017-01-10,16E30,12200-12299,SETTEMONT,AutoTheft,"Road, Street, or Sidewalk",1.0,3,12200-12299 SETTEMONT,
2017-01-10,1A10,1200-1299,BELL,Theft,"Road, Street, or Sidewalk",1.0,15,1200-1299 BELL,
2017-01-10,1A10,900-999,MAIN,Aggravated Assault,"Road, Street, or Sidewalk",1.0,13,900-999 MAIN,
2017-01-10,1A10,1600-1699,SAN JACINTO,Theft,,1.0,22,1600-1699 SAN JACINTO,
2017-01-10,19G50,10600-10699,BELLFORT,Robbery,,1.0,18,10600-10699 BELLFORT,
2017-01-10,19G50,10700-10799,BELLFORT,Robbery,Bank,1.0,14,10700-10799 BELLFORT,
2017-01-10,19G50,10100-10199,FORUM PARK,Theft,Restaurant or Cafeteria Parking Lot,1.0,0,10100-10199 FORUM PARK,
2017-01-10,19G50,10400-10499,SOUTH,Burglary,Apartment,1.0,11,10400-10499 SOUTH,
2017-01-10,16E40,14900-14999,HONEY,AutoTheft,"Multi-Plex Home (Duplex,Triplex Etc.)",1.0,7,14900-14999 HONEY,
2017-01-10,16E40,5800-5899,MELANITE,AutoTheft,"Road, Street, or Sidewalk",1.0,8,5800-5899 MELANITE,
2017-01-10,16E40,16500-16599,QUAIL RUN,Aggravated Assault,Residence or House,1.0,22,16500-16599 QUAIL RUN,
2017-01-10,16E40,8300-8399,MEADOW BIRD,Aggravated Assault,Residence or House,1.0,8,8300-8399 MEADOW BIRD,
2017-01-10,19G40,9100-9199,DAIRY ASHFORD,Theft,Drug Store or Medical Supply,1.0,9,9100-9199 DAIRY ASHFORD,
2017-01-10,19G20,11000-11099,OAKCENTER,Robbery,Driveway,1.0,10,11000-11099 OAKCENTER,
2017-01-10,15E40,9100-9199,LAKES AT 610,Theft,Hotel or Motel Parking Lot,1.0,6,9100-9199 LAKES AT 610,
2017-01-10,19G20,11200-11299,BELLAIRE,Theft,Other Parking Lot,1.0,17,11200-11299 BELLAIRE,
2017-01-10,15E40,10200-10299,BUFFALO SPEEDWAY,Theft,Apartment Parking Lot,1.0,5,10200-10299 BUFFALO SPEEDWAY,
2017-01-10,15E40,8300-8399,EL MUNDO,Burglary,Apartment,1.0,10,8300-8399 EL MUNDO,
2017-01-10,15E10,8900-8999,BRAESMONT,Burglary,Apartment,1.0,16,8900-8999 BRAESMONT,
2017-01-10,15E10,300-399,MEYERLAND PLAZA,Theft,Department or Discount Store,1.0,18,300-399 MEYERLAND PLAZA,
2017-01-10,15E10,4700-4799,BEECHNUT,Theft,Service or Gas Station,1.0,17,4700-4799 BEECHNUT,
2017-01-10,3B40,3200-3299,AIRLINE,Aggravated Assault,"Road, Street, or Sidewalk",1.0,22,3200-3299 AIRLINE,
2017-01-10,UNK,1300-1399,VOSS,Aggravated Assault,Commercial Parking Lot or Garage,1.0,15,1300-1399 VOSS,
2017-01-10,UNK,5600-5699,SAM HOUSTON,Theft,Department or Discount Store,1.0,9,5600-5699 SAM HOUSTON,
2017-01-10,15E20,12000-12099,DUNLAP,Burglary,Residence or House,1.0,9,12000-12099 DUNLAP,
2017-01-10,15E20,5600-5699,CARTAGENA,Burglary,Residence or House,1.0,9,5600-5699 CARTAGENA,
2017-01-10,15E20,5800-5899,EFFINGHAM,Burglary,Residence or House,1.0,9,5800-5899 EFFINGHAM,
2017-01-10,15E20,12400-12499,CHIMNEY ROCK,Theft,Commercial Parking Lot or Garage,1.0,12,12400-12499 CHIMNEY ROCK,
2017-01-10,1A20,3200-3299,LEONIDAS,Theft,Driveway,1.0,7,3200-3299 LEONIDAS,
2017-01-10,1A20,3600-3699,GARROTT,Theft,Apartment Parking Lot,1.0,10,3600-3699 GARROTT,
2017-01-10,1A20,1900-1999,GRAY,Theft,Other Parking Lot,1.0,18,1900-1999 GRAY,
2017-01-10,1A20,500-599,GILLETTE,Theft,Other Parking Lot,1.0,19,500-599 GILLETTE,
2017-01-10,1A20,1500-1599,ONEIL,Theft,Residence or House,1.0,19,1500-1599 ONEIL,
2017-01-10,15E30,3200-3299,LOOP,Theft,Service or Gas Station,1.0,21,3200-3299 LOOP,
2017-01-10,15E40,2400-2499,LOOP,Theft,Apartment,1.0,15,2400-2499 LOOP,
2017-01-10,15E40,2600-2699,WESTRIDGE,Theft,Apartment,1.0,14,2600-2699 WESTRIDGE,
2017-01-10,15E40,8800-8899,ALMEDA,Theft,Miscellaneous Business (Non-Specific),1.0,11,8800-8899 ALMEDA,
2017-01-10,15E40,8000-8099,CAMBRIDGE,Theft,Apartment,1.0,10,8000-8099 CAMBRIDGE,
2017-01-10,UNK,1400-1499,GULF BANK,Theft,Apartment Parking Lot,1.0,17,1400-1499 GULF BANK,
2017-01-10,10H80,2000-2099,SUNSET,Theft,Residence or House,1.0,11,2000-2099 SUNSET,
2017-01-10,19G10,9400-9499,SAM HOUSTON,Theft,Grocery Store or Supermarket Parking Lot,1.0,13,9400-9499 SAM HOUSTON,
2017-01-10,18F60,6600-6699,GESSNER,Theft,"Pawn, Resale Shop, or Flea Market",1.0,13,6600-6699 GESSNER,
2017-01-10,18F60,9100-9199,BELLAIRE,Robbery,Apartment,1.0,13,9100-9199 BELLAIRE,
2017-01-10,18F60,8300-8399,SOUTHWEST,Robbery,Strip Business Center Parking Lot,1.0,13,8300-8399 SOUTHWEST,
2017-01-10,18F50,3400-3499,OCEE,Robbery,Apartment Parking Lot,1.0,11,3400-3499 OCEE,
2017-01-10,18F50,9500-9599,WESTHEIMER,Theft,Restaurant or Cafeteria Parking Lot,1.0,14,9500-9599 WESTHEIMER,
2017-01-10,18F50,9400-9499,VAL VERDE,Theft,Residence or House,1.0,15,9400-9499 VAL VERDE,
2017-01-10,18F50,9500-9599,WESTHEIMER,Theft,Service or Gas Station,1.0,16,9500-9599 WESTHEIMER,
2017-01-10,18F20,5100-5199,RICHMOND,Theft,Strip Business Center Parking Lot,1.0,3,5100-5199 RICHMOND,
2017-01-10,18F20,2000-2099,POST OAK,Theft,Restaurant or Cafeteria Parking Lot,1.0,12,2000-2099 POST OAK,
2017-01-10,18F20,2300-2399,POST OAK,Theft,,1.0,12,2300-2399 POST OAK,
2017-01-10,18F20,5000-5099,WESTHEIMER,Theft,"Other, Unknown, or Not Listed",1.0,16,5000-5099 WESTHEIMER,
2017-01-10,18F20,5300-5399,HIDALGO,Theft,Residence or House,1.0,18,5300-5399 HIDALGO,
2017-01-10,18F20,5300-5399,WESTHEIMER,Theft,Hotel or Motel Parking Lot,1.0,19,5300-5399 WESTHEIMER,
2017-01-10,18F30,6400-6499,SKYLINE,Aggravated Assault,Apartment,1.0,22,6400-6499 SKYLINE,
2017-01-10,18F30,3700-3799,HILLCROFT,AutoTheft,Apartment Parking Lot,1.0,21,3700-3799 HILLCROFT,
2017-01-10,18F30,5800-5899,WESTHEIMER,Theft,Mall Common Area,1.0,21,5800-5899 WESTHEIMER,
2017-01-10,18F30,2700-2799,BRIARGROVE,Aggravated Assault,Apartment,1.0,10,2700-2799 BRIARGROVE,
2017-01-10,20G40,12100-12199,OVERBROOK,Theft,Apartment,1.0,8,12100-12199 OVERBROOK,
2017-01-10,18F30,6400-6499,SKYLINE,AutoTheft,Apartment Parking Lot,1.0,7,6400-6499 SKYLINE,
2017-01-10,18F60,8600-8699,BELLAIRE,Theft,Miscellaneous Business (Non-Specific),1.0,14,8600-8699 BELLAIRE,
2017-01-10,19G10,10100-10199,BEECHNUT,Theft,Miscellaneous Business (Non-Specific),1.0,15,10100-10199 BEECHNUT,
2017-01-10,18F60,8100-8199,GESSNER,Theft,Department or Discount Store,1.0,19,8100-8199 GESSNER,
2017-01-10,18F60,9300-9399,CARVEL,Burglary,Residence or House,1.0,10,9300-9399 CARVEL,
2017-01-10,19G10,7500-7599,CORPORATE,Burglary,Apartment,1.0,15,7500-7599 CORPORATE,
2017-01-10,19G10,8500-8599,SAM HOUSTON,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",1.0,22,8500-8599 SAM HOUSTON,
2017-01-10,19G10,10200-10299,BEECHNUT,AutoTheft,Apartment Parking Lot,1.0,7,10200-10299 BEECHNUT,
2017-01-10,19G10,9300-9399,WOODFAIR,Robbery,Apartment Parking Lot,1.0,1,9300-9399 WOODFAIR,
2017-01-10,19G10,10200-10299,BEECHNUT,Burglary,Apartment,1.0,7,10200-10299 BEECHNUT,
2017-01-10,19G10,8800-8899,BOONE,Theft,Apartment Parking Lot,1.0,12,8800-8899 BOONE,
